101,2013,277,1158,1002,7.6,.167,89.2,15.35,99.6,.75,15.3,15.35,.067,.101,13.59,0
101,2013,277,1159,1002,3.6,.396,77.5,15.3,99.6,.75,15.25,15.3,.068,.102,13.59,0
101,2013,277,1200,1002,0,.125,79.3,15.29,99.6,.5,15.24,15.29,.067,.101,13.59,0
101,2013,277,1201,1002,0,.042,79.7,15.33,99.6,.25,15.28,15.33,.067,.1,13.59,0
101,2013,277,1202,1002,0,.063,43.71,15.32,99.6,.5,15.27,15.32,.068,.102,13.59,0
101,2013,277,1203,1002,0,.042,44.6,15.37,99.6,.25,15.32,15.37,.071,.107,13.59,0
101,2013,277,1204,1002,0,0,0,15.4,99.6,0,15.35,15.4,.074,.112,13.59,0
101,2013,277,1205,1002,0,.083,110.3,15.41,99.6,.25,15.37,15.41,.077,.116,13.59,0
101,2013,277,1206,1002,0,0,0,15.36,99.6,0,15.31,15.36,.078,.116,13.59,0
101,2013,277,1207,1002,0,0,0,15.38,99.6,0,15.34,15.38,.076,.114,13.59,0
101,2013,277,1208,1002,0,.021,114.9,15.41,99.6,.25,15.36,15.41,.076,.114,13.59,0
101,2013,277,1209,1002,0,.021,65.12,15.31,99.6,.25,15.26,15.31,.073,.11,13.58,0
101,2013,277,1210,1002,0,0,0,15.33,99.6,0,15.28,15.33,.067,.101,13.59,0
101,2013,277,1211,1002,0,0,0,15.41,99.6,0,15.36,15.41,.061,.092,13.58,0
101,2013,277,1212,1002,0,0,0,15.42,99.6,0,15.37,15.42,.057,.086,13.59,0
101,2013,277,1213,1002,0,0,0,15.41,99.6,0,15.36,15.41,.055,.083,13.59,0
101,2013,277,1214,1002,0,.042,65.12,15.41,99.6,.25,15.36,15.41,.054,.082,13.59,0
101,2013,277,1215,1002,0,.021,65.12,15.3,99.6,.25,15.25,15.3,.054,.081,13.58,0
101,2013,277,1216,1003,0,0,0,15.34,99.6,0,15.3,15.35,.053,.08,13.58,0
101,2013,277,1217,1002,0,.021,65.12,15.34,99.6,.25,15.29,15.34,.053,.08,13.58,0
101,2013,277,1218,1002,0,0,0,15.3,99.6,0,15.25,15.3,.055,.083,13.58,0
101,2013,277,1219,1002,0,.021,65.12,15.31,99.6,.25,15.27,15.32,.059,.089,13.58,0
101,2013,277,1220,1003,0,.021,65.12,15.31,99.6,.25,15.26,15.31,.063,.095,13.58,0
101,2013,277,1221,1003,0,0,0,15.42,99.6,0,15.37,15.42,.065,.097,13.58,0
101,2013,277,1222,1003,0,.354,172.8,15.38,99.6,.5,15.33,15.38,.061,.092,13.58,0
101,2013,277,1223,1003,0,.063,191.7,15.3,99.6,.25,15.25,15.3,.059,.089,13.58,0
101,2013,277,1224,1003,0,.271,214.4,15.39,99.6,.75,15.35,15.39,.058,.087,13.58,0
101,2013,277,1225,1003,0,.458,229,15.37,99.6,.75,15.32,15.37,.058,.088,13.58,0
101,2013,277,1226,1003,0,.125,229.7,15.29,99.6,.25,15.24,15.29,.061,.092,13.58,0
101,2013,277,1227,1003,0,.063,229.7,15.29,99.6,.25,15.24,15.29,.065,.098,13.58,0
101,2013,277,1228,1003,0,0,0,15.34,99.6,0,15.3,15.35,.067,.101,13.58,0
101,2013,277,1229,1003,0,0,0,15.41,99.6,0,15.37,15.41,.068,.102,13.58,0
101,2013,277,1230,1003,0,.021,234.7,15.42,99.6,.25,15.37,15.42,.071,.106,13.58,0
101,2013,277,1231,1003,0,.042,234.7,15.41,99.6,.25,15.37,15.41,.079,.118,13.58,0
101,2013,277,1232,1003,0,.625,310.4,15.41,99.6,1.25,15.36,15.41,.087,.131,13.58,0
101,2013,277,1233,1003,0,1.104,312.4,15.31,99.6,1.5,15.27,15.32,.087,.131,13.58,0
101,2013,277,1234,1003,0,.667,300.3,15.34,99.6,1.25,15.3,15.35,.082,.123,13.58,0
101,2013,277,1235,1003,0,.833,309.7,15.4,99.6,1.5,15.36,15.4,.076,.114,13.58,0
101,2013,277,1236,1003,0,.958,310.2,15.41,99.6,1.25,15.37,15.41,.073,.109,13.58,0
101,2013,277,1237,1003,0,.979,292.2,15.42,99.6,1.5,15.37,15.42,.072,.108,13.58,0
101,2013,277,1238,1003,0,1.125,302.8,15.41,99.6,1.5,15.37,15.41,.07,.105,13.58,0
101,2013,277,1239,1003,0,.667,278.2,15.43,99.6,1.25,15.39,15.43,.066,.1,13.58,0
101,2013,277,1240,1003,0,1.688,235.3,15.42,99.6,2.5,15.38,15.42,.06,.091,13.58,0
